text,label
"Everything is idyllic in Suburbia when the little family moves in, as the father have got a new job in a computer company there. But no paradise would be complete without its snake. Strange things happens as the family joins the local country club without the husband, as it certainly holds secrets. The father is not a joiner, but pressure is on him to join, as everyone who is anything in the neighborhood and at work are members. Robert Urich's good guy part is a bit tepid, but Joanna Cassidy as good natured housewife turning nasty sizzles. Suspenseful and well-made chiller with a bitchy Susan Lucci as club chairperson. Look out for cult favorite Michael Berryman in a bit part as a valet. The movie captures the sense of paranoia and the special effects final is worth waiting for. I have seen this movie quite a few times.",1
"The worst thing about Crush is not that it's acted pretty bad, or that the plot is virtually non-existent, and it's not even that bad that the camerawork could have been better.<br /><br />No, the worst part of this movie is that it has a few absolutely brilliant moments that keep you hoping that there are more to come.<br /><br />But in the end, it's too little, too late. If you are a fan of violin-music and cheap tearjerking scenes of 40+ women crying and hugging and talking about babies and marriage - then by all means, don't miss it.<br /><br />I myself am not exactly thrilled to see the things listed above in a movie, and as a result I had a pretty horrible time. The few absolutely brilliant jokes can not make up for the rest of it.<br /><br />The verdict: 4/10. Guilty of wasting my time.<br /><br />",0
"This is a fine drama and a nice change of pace from today's more hectic and loud films. It is another solid based-on-a-true store, which still means much of it could be made up for dramatic purposes. Frankly, I don't know but I liked the story.<br /><br />The story is about a young man back in the Fifties who gets interested in rocketry and wants to enter that field instead of working in the coal mines as everyone else, including his father, does in this West Virginia town. The big problem is the conflict it causes between the boy and his father, which I think was overdone. I would like to have a little less tension between the two.<br /><br />The young man, still a boy, is played by Jake Gyllenhaal, one of his first staring assignments, I think. He's likable, as are his school buddies in here. It's nice to see nice kids in a modern-day film. The two other key actors in the movie are Chris Cooper (the dad) and Laura Dern (the kid's teacher who encourages him all the time.)<br /><br />The cinematography is decent the 1950s soundtrack is fun to hear. Once again: I wish there more of these kind of films made today.",1
"Higher and Higher was one of Rodgers&Hart's lesser Broadway musicals it only had a run of 84 performances on Broadway in 1940. Yet it yielded one of their bigger hits It Never Entered My Mind.<br /><br />Nevertheless except for one minor song, So Disgustingly Rich, the entire Broadway score was scrapped when RKO bought the film rights. Instead a whole new score by Jimmy McHugh and Harold Adamson was written, mostly to accommodate one Francis Albert Sinatra who was making his feature film debut.<br /><br />Sinatra who had done some vocal cameos in previous films, takes a leaf from the page of his singing rival Bing Crosby. When Bing did his feature film debut in The Big Broadcast, he played Bing Crosby. Frank Sinatra took on the role of Frank Sinatra and I can't think of anyone who could have done a better job. <br /><br />The Chairman of the Board is billed third here behind stars Jack Haley and Michele Morgan. He's the butler and she's the scullery maid to Leon Errol. In fact Errol is a millionaire who hasn't paid his help for seven months. Mainly because he's about to go belly up into chapter 11 or so he informs the staff.<br /><br />Errol's a delightful old soul to work for and none of the staff want to lose a good thing. They pool their resources and get Michele Morgan to impersonate Errol's daughter who's over in Switzerland with her mother. The idea being to snag a rich bankroll in the hopes rescuing the family fortune. Only Michele starts looking at another.<br /><br />It's a slight plot and certainly no worse than a whole lot of musicals, but RKO invested this film with a good cast of players. Barbara Hale and Elizabeth Risdon play another débutante and her mother who suspect something's not right, Victor Borge is a fortune seeking no account, Dooley Wilson, Paul Hartman, Grace Hartman, Marcy McGuire, Mel Torme and Mary Wickes, play others of the Errol household staff. Not a bad bunch at all.<br /><br />Sinatra sang three good ballads all of them had some kind of commercial success, The Music Stopped, A Lovely Way to Spend an Evening, and I Couldn't Sleep a Wink Last Night. The last one was nominated for an Oscar for Best Song, but lost to Alice Faye's You'll Never Know.<br /><br />1943 was the year of the Musician's Union Strike against the recording industry. To get their material out, Frank Sinatra recorded the songs from Higher and Higher with an acapella chorus for Columbia. Bing Crosby recorded songs from his film Dixie in the same manner for Decca. Both of them were denounced by the president of the union, James C. Petrillo as strikebreakers and both did not cross the picket line again. The strike wasn't settle completely until 1944 although Decca broke ranks earlier from the other record companies and settled earlier than Columbia, RCA Victor and the others.<br /><br />The strike provided some anxious moments for Sinatra. He had just left the Tommy Dorsey Orchestra when the strike was called. It closed off a needed venue for his artistry when he wasn't sure whether leaving Dorsey would prove to be a right career move. <br /><br />Fortunately Higher and Higher was received well a legend was launched.",1
"Sleepwalkers are creatures who drain the life force completely out of humans to survive...but they can only use virgins (it's not explained why). Charles Brady (Brian Krause) is one such who needs to feed his mother Mary (Alice Krige). He goes after likable Tanya (Madchen Amick). Will she escape?<br /><br />On one hand this is a GREAT horror film. Fast-paced, plenty of blood and gore and a nice, twisted sense of humor. There are plenty of in joke references for horror buffs (Castle Rock is mentioned once). Also Krause is excellent (who would have thought he could act after ""Return to the Blue Lagoon"") as is Kirge and Amick. But I find this film annoying.<br /><br />It was written for the screen by Stephen King and it's maddeningly vague. The sleepwalkers are never fully explained. Where are they from? Why are they called that? Why does the son have to feed the mother? Why do cats hate them and can kill them? What are their powers after all (at one point Krause makes a car disappear AND change color and style!)? Why do they need to feed off peoples' life force? Why does it have to be only virgins? Why is the son having sex with his mom? None of these are explained leaving the story confusing. It's really too bad because, those questions aside, this is an excellent horror film. Excellent makeup and special effects too.<br /><br />Fast, gory and lots of fun. If only the script were better. Also a fairly explicit sex scene between Krause and Krige was edited (you can tell) to get an R rating. I can only give this a 7.",1
"I suppose bad Laurel and Hardy is better than no Laurel and Hardy at all, but just barely. It's sad that the Fox films are the ones getting a big release on DVD, exposing people who may not be too familiar with L&H to their WORST stuff rather than their classic comedies.<br /><br />Once again the boys are saddled with a dumb romantic plot about a guy who's invented an invisible ray. He's in love with the bosses' daughter, who hates him and prefers some slick guy. It's incredible to think the geniuses at Fox thought THIS is what L&H needed in their films.<br /><br />Without their pancake makeup the boys look tired and old. The only scenes that work for them in this picture is when they try to sneak out of a bedroom window at night and the rather bizarre scene where Robert Mitchum, being a classic noir bad guy tries to sell Oliver Hardy ""insurance"" on Stan.<br /><br />Otherwise, this script is just a mess. Forget this and see if you can find a copy of ""A Chump at Oxford"" or ""Bohemian Girl"" or ""Sons of the Desert"" instead.",0
"Time for a rant, eh: I thought Spirit was a great movie to watch. However, there were a few things that stop me from rating it higher than a 6 or 7 (I'm being a little bit generous with the 7).<br /><br />Point #1: Matt Damon aggravates me. I was thinking, 'what a dicky voice they got for the main character,' when I first heard him narrate - and then I realized it is Matt Damon. The man bugs me so very bad - his performance in ""The Departed"" was terrible and ruined the movie for me (before the movie got a chance to ruin itself, but that's another story for some other time), as it almost did ""Spirit"". I was able to get past this fact because of how little narration there actually was... thankfully.<br /><br />Point #2: Brian Adams sucks... The whole score was terrible... The songs were unoriginal, generic, and poorly executed; not once did I find the music to fit; and the lyrics were terrible. Every time one of the lame songs came on, I was turned off. I almost thought I'd start hearing some patriotic propaganda slipped into the super-American freedom style lyrics (I couldn't help but be reminded of those terrible patriotic songs that played on the radio constantly after 9/11). In light of the native American aspects of the film, they should have gone with fitting music using right instruments, not petty radio-hit, teen-bop, 14-year-old-girl crap. I thought I was back in junior high school. I can't believe no better could have been done--I refuse to. Had it not have been for this, I'd rank the film up more with Disney, which knows a thing or two about originality (ok, don't bother saying what I know some of you are probably thinking ;). Too bad, it's a shame they couldn't have hired better musicians.<br /><br />I liked the art and animation, except for some things here and there... like sometimes the angles appear too sharp on the face and the lines too thick or dark on the body (thick/dark lines mainly near the end). There were often times when I thought they _tried too hard_ on the emotion and facial expressions and failed at drawing any real emotion. But there were also times when the emotion ran thick. Anyhow, many scenes were lazy and the layers were apparent.<br /><br />OK, I'm falling asleep here so I'll sum it up before I start making less sense...<br /><br />Nice try on an epic film... it turned out mediocre though. Matt Damon, you suck!",1
"BASEketball is an extremely funny movie that delivers acting that generally makes the movie alot funnier,comedy material that is more than crap in your pants funny,and a pretty good plot despite the fact that its the classic slackers v.s the evil rich guy.The one and only thing I didnt like about BASEketball,was that that kid wasnt really needed in the movie,but,if the kid wasnt in the movie,some of the funny scenes wouldnt have existed.If you have read any pro reviews about this movie,exclude them all because basically all the reviewers didnt like this film.BASEketball is a great comedy that gives everyone what they want.8 out of 10.",1
"This is one of the finest films to come out of Hong Kong's 'New Wave' that began with Tsui Hark's ""ZU: Warriors of Magic Mountain"". Tsui set a tone for the New Wave's approach to the martial arts film that pretty much all the directors of the New Wave (Jackie Chan, Sammo Hung, Wong Jing, Ching Siu Tung, etc.) accepted from then on as a given; namely, the approach to such films thenceforth would need more than a touch of irony, if not outright comedy. ""Burning Paradise"" put a stop to all that, and with a vengeance.<br /><br />It's not that there isn't humor here; but it is a purely human humor, as with the aged Buddhist priest at the beginning who somehow manages a quick feel of the nubile young prostitute while hiding in a bundle of straw. But this is just as humans are, not even Buddhist priests can be saints all the time.<br /><br />When irony is at last introduced into the film, it is the nastiest possible, emanating from the 'abbot' of Red Lotus Temple, who is a study in pure nihilism such as has never been recorded on film before. He is the very incarnation of Milton's Satan from ""Paradise Lost"": ""Better to rule in Hell than serve in heaven!"" And if he can't get to Satan's hell soon enough, he'll turn the world around him into a living hell he can rule.<br /><br />That's the motif underscoring the brutal violence of much of the imagery here: It's not that the Abbot just wants to kill people; he wants them to despair, to feel utterly hopeless, to accept his nihilism as all-encompassing reality. Thus there's a definite sense pervading the Red Temple scenes that there just might not be any other reality outside of the Temple itself - it has become all there is to the universe, and the Abbot, claiming mastery of infinite power, is in charge.<br /><br />Of course, fortunately, the film doesn't end there. Though there are losses, the human will to be just ordinarily human at last prevails. (If you want to know how, see the film!) Yet there is no doubt that, in viewing this film, we visit hell. Hopefully, we do not witness our own afterlives; but we certainly feel chastened by the experience - and somehow better for it over all.",1
"It's a good thing I didn't watch this while i was pregnant.I definitely would have cried my eyes out and/or vomit. It was Kind of gruesome mainly disturbing. I personally thought the baby was adorable in its own twisted little way.However as a mom I cringed when Beth stabbed herself in the stomach and when Virgina aborted the child during her 3rd trimester with rusty utensils no less.Also,as an animal lover i almost cried when she scratched the cat to a bloody pulp.However,As creepy and sinister as the baby was I was rooting for it to live.And as twisted as the movie was I am extremely intrigued to see the sequel...... ......... ....... ......... ......... ....... ...... .....",0
"In France, it's considered polite from French critics to genuflect to the apparently cohesive chain of films Brian De Palma left behind him. However, a good proportion of his films are marred by bombastic effects ""Carrie"" (1976), ""the Fury"" (1978) ""Scarface"" (1983) without mentioning his borrowings from Hitchcock. Here, in ""Dressed to Kill"", it's impossible not to think of ""Vertigo"" (1958) for the long sequence in the museum while the key moment in the lift makes inevitably think of the shower anthology sequence in ""Psycho"" (1960). About our involved film, I don't want to revive the old debate: does De Palma rip off Hitchcock? Instead, i would tend to be generous and to classify ""Dressed to Kill"" in the category of De Palma's winners alongside ""Sisters"" (1973) and ""Obssession"" (1976). With however some reservations and they're the ones I previously enumerated which fuel the bickering between De Palma's rabid fans and his detractors.<br /><br />If there's one sure thing in ""Dressed to Kill"" which can generate general agreement among film-lovers, it's De Palma's virtuosity in directing. He wields his camera just like a filmmaker expert is supposed to do. His sophisticated camera work brilliantly fuels the suspense which entails a rise of the tension and a discomforting aura. The audience is easily glued in front of the screen. This is helped by the use of several long silent sequences during which everything depends on looks and gestures. By the way, in ""Psycho"", there were also long silent, suspenseful parts...<br /><br />But the main drawback in De Palma's 1980 vintage is that the quality of the plot can't be found wanting and appears to be a rehash of many formulaic, corny ingredients pertaining to an incalculable number of murder stories. The prostitute is the sole witness of the crime. Then, she's suspected by the police and has to act on her own (with a little help from the victim's son from the scene in the subway onwards)) to track down the murderer and to prove her innocence. Apart from the fact that De Palma uses a type of character who for once isn't demeaned at all, it's a menu which smells the reheated. And the filmmaker ends his film on a sequence that echoes to the opening one. Yes, it's superbly filmed but when one discovers its real function, one figures: ""it's almost gratuitous filler"". Perhaps De Palma wanted to stretch his film beyond one hour and a half when at this time the viewer knows (and even before) who the killer is.<br /><br />The two central mainsprings in De Palma's set of themes articulate hinges on manipulation and voyeurism. The latter theme is well present in ""Dressed to Kill"" from the first scene onwards which makes the film almost look like a soft porn movie. And the filmmaker isn't afraid to film his main actress and wife Nancy Allen in her underwear. I find his approach about this theme rather doubtful. But maybe the first sequence was conceived to be a mirror of the viewer and De Palma wanted to stir his peeping tom side.<br /><br />I don't want to demean at all De Palma's work. His prestigious work in directing which entails a communicative treat to film redeems the global weakness of the story and its doubtful aspects. Twenty six years after, the controversy he aroused amid movie-goers isn't ready to subside.",1
"This movie will confuse you to death. Furthermore, if your a Denise Richards' fan, don't even think of renting this movie. Besides getting top billing by being on the cover and about 10 minutes of air time if that, she has nothing to do with the movie or the many messed up plots.",0
"Julia Ross (Nina Foch) agrees to take a position as a secretary with the rich Hughes family to get over her boyfriend leaving her. Almost immediately she is drugged and shipped off to the family's estate in Cornwall. When she awakens they keep telling her she's Marion Hughes, has been mentally ill and keep her locked up...but why? You'll probably guess why but won't mind because this one is fun.<br /><br />Along with ""The Narrow Margin"" and ""Face Behind the Mask"" this is one of the best B pictures ever made. (B pictures were low budget pictures made quickly with low budgets and no major stars). It's just as long as it needs to be (only 65 minutes), is well-directed, fast paced and exciting. It only stumbles at the end which I found a bit too implausible to buy.<br /><br />Foch (a good actress) is just OK in the lead but Dame May Witty is great and George Macready is excellent (and frightening) as the villains. Well worth catching. A perfect example of how you can make a great movie on a small budget.",1
"If you've read Mother Night and enjoyed it so much (as I did) that you just have to see the movie, understand that you have to understand a fundamental element of Vonngut's writing - that beyond his story lies Vonnegut himself, and that you can't put a human mind on the screen. His whit and humor just cannot be transcribed by a screenplay or even the best acting performance. I believe that this movie exceeds in asking the key questions that Vonnegut poses in his book, but those frequent cynical moments of satire found on the page are not found on the screen. Does this mean that the movie misses the mark? Of course not. In my opinion, the movie succeeds because it does not try to recreate the experience of reading the book (this is not a medium for those too lazy to turn a page). It succeeds because it takes the fundamental elements of a story created by one of America's true artistic treasures and presents it in a a framework without pretense. I've seen other movie versions of Vonnegut books where the director obviously tries to channel Vonnegut's genius and loses grip on his own craft. I would not place this movie as one of the best I've seen, but it stands on its own legs as one well worth watching. By taking Vonnegut's ""voice"" out of the movie's narration or trying to insert it however it can, Mother Night tells his story brilliantly, and preserves the story's fundamental lessons without confusion, distraction, or disappointment.",1
"I sat glued to the screen, riveted, yawning, yet keeping an attentive eye. I waited for the next awful special effect, or the next ridiculously clichéd plot item to show up full force, so I could learn how not to make a movie.<br /><br />It seems when they set out to make this movie, the crew watched every single other action/science-fiction/shoot-em-up/good vs. evil movie ever made, and saw cool things and said: ""Hey, we can do that."" For example, the only car parked within a mile on what seems like a one way road with a shoulder not meant for parking, is the one car the protagonist, an attractive brunette born of bile, is thrown on to. The car blows to pieces before she even lands on it. The special effects were quite obviously my biggest beef with this movie. But what really put it in my bad books was the implausibility, and lack of reason for so many elements! For example, the antagonist, a flying demon with the ability to inflict harm in bizarre ways, happens upon a lone army truck transporting an important VIP. Nameless security guys with guns get out of the truck, you know they are already dead. Then the guy protecting the VIP says ""Under no circumstances do you leave this truck, do you understand me?"" He gets out to find the beast that killed his 3 buddies, he gets whacked in an almost comically cliché fashion. Then for no apparent reason, defying logic, convention, and common sense, the dumb ass VIP GETS OUT OF THE TRUCK!!! A lot of what happened along the course of the movie didn't make sense. Transparent acting distanced me from the movie, as well as bad camera-work, and things that just make you go: ""Wow, that's incredibly cheesy."" Shiri Appleby saved the movie from a 1, because she gave the movie the one element that always makes viewers enjoy the experience, sex appeal.",0
"A far as B-movies go, SCARECROW is one of those that are so bad, that it becomes incredibly annoying to sit through. A lonely loser high school student who is constantly picked on by classmates and rejected by girls, ends up walking in on his trailer trash mother having sex with a drunk redneck. He then chases the kid out into a nearby cornfield and kills him. Apparently, the kids soul was transfered into a scarecrow which then goes around killing the bullies who tormented him as well as teachers. This scarecrow, aside from having a snappy one-liner for each of his victims, can also do Matrix-like flips through the air and kill people on sidewalks in broad daylight. Also, why did he always look like a rotted corpse? Just like the two needless sequels that followed this, this isn't even worth a laugh.",0
"So this guy named George is sitting home alone on his birthday when two women show up. George's wife is at a hospital taking care of their son so when the wife is away George gets in the bubble bath and makes love to both of the girls. It isn't that great of a scene because it really doesn't show anything. After that the birthday boy wakes up the next morning and the girls are still at his house. They make him a nice breakfast but George isn't hungry. George isn't very happy and he tries to ditch them but when he gets home the girls are still at his house. The girls have had enough with old George and no longer want to cook for them. They both turn out to be major psychopaths and use George in their little crazy game. I liked that the girls just did what they wanted and messed up George's house. George wasn't really that great to his two guests. When George said he was a married man, he really didn't seem to mean it. George looked like Tom Tucker on Family Guy. I was for the two girls the whole time.",0
"This for me was a wonderful introduction to the talents and beauty of Marion Davies. She is not only gorgeous but hilarious in this film. (I believe that Lucille Ball may have modeled her later career on Davies' style, that could be termed ""zany beauty"".) Vidor's direction is light but sure-handed, the story is a chestnut of course but the acting is marvelously contemporary, and the star-watching element for fans of the silent era, with many cameos, adds to the overall fun. It combines the elements of slapstick with adult drama and good old timeless romance quite well. For all movie fans who have a knee-jerk reaction to watching silent films, sit through this one and it may change your attitude. <br /><br />",1
"This is an entertaining ""history"" of the FBI, but it should be viewed as fiction, because that's exactly what it is. What else could it be when J. Edgar Hoover personally approved and had a cameo role in the production. James Stewart is excellent, as usual, and the supporting cast, except for the talentless Vera Miles, is good. Murray Hamilton is especially good in a supporting role as Stewart's partner and best friend. The FBI accomplishments that the film highlights are undoubtedly all true. What is significant is what it leaves out.<br /><br />One of the most shameful parts of the film is the depiction of the killing of John Dillinger. It is portrayed pretty much as it happened, but no mention at all is made of Melvin Purvis, the Chicago Bureau Chief who headed the operation. Instead, the operation is depicted as if the fictional Chip Hardesty were running it. It has been said that Hoover was jealous of the publicity that Purvis received after Dillinger was killed; Purvis was subsequently transferred to a remote outpost, and shortly afterward left the FBI. This is no doubt why Purvis was never mentioned in the film. But this viewer, at least, paused to think that if Purvis was treated this way, what about all the agents who conducted all the other operations depicted in the film. Were they also completely ignored and replaced by the fictional Hardesty.<br /><br />The film is probably accurate in its portrayal of FBI activity up through the end of WWII. However, after that point, the film would have us believe that the only threat facing the US came from international communism, which is no doubt what Hoover believed. Never mind the Mafia. Never mind the lynchings that were still going on in the South. Never mind that blacks were being intimidated to keep them from voting in much of the South. I don't know if the FBI had started wiretapping Martin Luther King by the time this film was made, but if not, it wasn't very long afterward that it started.<br /><br />As I said at the outset, this is pretty good entertainment, but it should be viewed as the sanitized fictionalization that it is.",1
"This masterpiece of lesbian horror comes from exploitation master Joseph W.Sarno.It features plenty of soft core sex,really hot lesbian sequences plus a lot of naked women.The acting is pretty good and the film is quite atmospheric and well-made.Marie Forsa is one of the hottest chicks I have ever seen in a horror movie-it's a visual pleasure to see her wonderful body.Sarno really knows how to pick up hot looking ladies.A must see for fans of sexploitation!",1
"Ronald Reagan and a bunch of US soldiers in a North Korean POW camp. They are tortured... We learn North Korean Communists are bad people... We learn Americans' beards grow very slowly during days of torture...<br /><br />I tried to suppress it, but I finally burst out laughing at this movie. It was the scene when Mr. Reagan comes out from telling the Communists he wants to be on their side. Then, he asks for a bottle of brandy. Next, acting stone-cold sober, he takes a drunken companion, Dewey Martin, to get sulfur to cure Mr. Martin's hangover. Of course, the North Korean communist guard is as dumb as they come. So, the drunk distracts the guard while Reagan goes over to get something from a drawer, which is next to a bunch of empty boxes. I'm sure he boxes were supposed to contain something; but, of course, Reagan causes them to shake enough to reveal they are empty. Ya gotta laugh! I think ""Prisoner of War"" will appeal mainly to family and friends of those who worked on it - otherwise, it's wasteful. <br /><br />* Prisoner of War (1954) Andrew Marton ~ Ronald Reagan, Steve Forrest, Dewey Martin",0
"This mindless movie is a piece of crap and boring like the full house repetitions. For all the people who want to see a great, exciting and cool horror movie shouldn't even think about watching this bunch of mindless work. a F- in my opinion. I have one question, what were they thinking? Let's make a list: 1) bad script 2) bad script 3) bad script 4) bad acting 5) bad directing and last but not least a bad script. I mean I am not like grumping about every movie, but I was disappointed when I watched it. This movie should be banned into a box, locked and sunk down into the sea. So please don't do something like this again, please, please, please!!!!",0
"I first flicked onto the LoG accidentally one night while waching television: since then, I have never missed an episode.<br /><br />It's humour is very weird, like a cross between Brass Eye's social commentary, the Fast Show's excellent one-liners, and an amazing plot that seems to develop each week without ever going anywhere. The best example of this was Hillary Briss's special stuff - what was that all about?<br /><br />The humour will not appeal to all. Some will say it's just too sick, and it's easy to see where they're coming from. Nonetheless, give it a try. If you don't like it, don't watch it, but if you do like it you'll be very glad you took my advice.",1
"I was amazingly impressed by this movie. It contained fundamental elements of depression, grief, loneliness, despair, hope, dreams and companionship. It wasn't merely about a genius musician who hit rock bottom but it was about a man caught up in grief trying drastically to find solace within his music. He finds a companion who comes with her own issues. Claire and Des were able to provide each other with friendship and love but more importantly a conclusion to events which had shaped their life for the worst. <br /><br />Des is an unlikely character by todays standards of a rock star. Yet he has musical genius. He also has an event in his past that has made him stagnate, while things around him literally go to ruins. His focus is creating his Whale Music, in fact it becomes an obsession for him.<br /><br />Claire is the streetwise kid that needs a place to stay. She finds hidden talents while being in Des company. She also finds a mutual friend that accepts her. She learns to trust him over a period of time.<br /><br />These two find love with one another. Not the mind blowing, sex infused kind of passion, but a love where friendship and understanding means more. For two people who have been hurt, they find trust together.",1
"There's some very clever humour in this film, which is both a parody of and a tribute to actors. However, after a while it just seems an exercise in style (notwithstanding great gags such as Balasko continuing the part of Dussolier, and very good acting by all involved) and I was wondering why Blier made this film. All is revealed in the ending, when Blier, directing Claude Brasseur, gets a phone call from his dad (Bernard Blier) - from heaven, and gets the chance to say how much he misses him. An effective emotional capper and obviously heartfelt. But there isn't really sufficient dramatic tension or emotional involvement to keep the rest of the film interesting throughout it's entire running time. Some really nice scenes and sequences, however, and anyone who likes these 'mosntres sacrés' of the French cinema should get a fair amount of enjoyment out of this film.",1
"Relative to other Columbo movies, this can only be rated a 1 (awful). I seriously do not understand what the other reviewers have seen in this appalling train-crash of a film. It was only through morbid fascination that I continued to watch it - to see what bizarre or inept decision the director would make next.<br /><br />Another reviewer suggested that it was Falk's only directorial outing because it interfered with his acting role. In fact, I think the real reason lies with the studio bosses, who must have been horrified when they saw what he had done with their money. It's a wonder they didn't murder HIM.",0
"I was really disappointed with this film. The first Waters movie I saw was Serial Mom and I loved it. Then I saw Pecker and I loved it. Then I watched Polyester and really sort of hated it. The only thing I liked about that movie was DIVINE. She/He had a hell of a lot of talent. I was truly surprised. As a whole, I wouldn't recommend this film...",0
"I loved ""Anchorman; The Legend of Ron Burgundy"" and hoped this would be just as funny, but alas, it wasn't. Some bits are excellent though. I thought the sports guy, Champ Kind, professing his love for Ron Burgundy in the car filled with the other members of the news team was hilarious. Everyone is ignoring him and he just gets louder and louder and finally kisses Burgundy which doesn't get acknowledged either. But on the whole the story doesn't gel. It's a noble attempt, however, to salvage the unused bits from the first movie, including an entire plot about some pretty benign would-be domestic terrorists called ""The Alarm Clock."" Maya Rudolph of Saturday Night Live is one of the members and has a couple of funny lines, but basically this unused plot line has good reason to be unused in the first movie. The extras on this disk are pretty good, with the best two being the filmed rehearsals featuring lots of improv comedy, and the faux commentary with Will Ferrell and an ""exec producer"" who Ferrell discovers early on was not even a part of the movie in any way, shape or form. Turns out he's ""just a guy"" who walked in the side door of the recording studio and pretended to be a producer. It's some pretty funny stuff though and goes on for about 10 or 15 minutes",0
"No,<br /><br />Basically your watching something that doesn't make sense. To not spoil the film for people who actually want to this take a look at the flick I will explain the story.<br /><br />A normal everyday to day women, is walking down a street then find's herself driving by in her own car. She follows her and many events take place during that time that include her and her family.<br /><br />I specifically made an account to comment on this film, of how horribly written this was. The acting was great, the events were great, but the story just brought it nowhere - it could of been added to tremendously and be made into a worldwide epidemic. I'm not sure what the writer was trying to accomplish by making this, usually at the end of films most of your questions get answers but this film has you asking, What just happened and 1 hour 20 minutes just passed for nothing.<br /><br />Spoiler Starts__<br /><br />They had this area between 2 dimensions (ours and behind the glass) that would come into our world and kill us. It was not elaborated on all during the film, and you never know how it was happening or why it was or when it happened. Nothing gets explained during the film. The main character shouldn't of even been the main character. At the end of the film the guy who finally figures it all out and runs away (her sisters boyfriend) should of been the main character but sadly the movie ends 20 seconds after. <br /><br />I bought this movie for $10, threw it out right after.. don't waste your time. I really hope nothing like this is made again.",0
"The best part of An American In Paris is the lengthy ballet sequence at the end, where Gene Kelly and Leslie Caron are the living personification of several major painters. Kelly has earlier been established as a pavement artist in Paris, so the sequence is the logical ending to a musical bursting with life and energy, Gershwin tunes, and cast members like Georges Guetary and Oscar Levant. Kelly was at his best here - it's a little different to Singin' in the Rain, and the effect of all the film as one topped with the ballet gives it a definite wow factor. No wonder the sequence ended 'That's Entertainment' after all other MGM musical highlights had gone by!",1
"I remember hitch hiking to Spain at 25, getting a lift from, what turned out to be, two fleeing Italian small crooks. They were doing a lot outside the law, but from the other side carrying a little portrait of Jesus in the pocket for their protection...Just and unjust, good and bad, criminal and correct where here in a new combination, outside of the categories I used to know. 'Les Valseuses' gives me, although a film and not real life, a picture close to my own experiences: the intenseness of each moment as soon as you leave 'all behind' and go for the momentous, whatever comes your way, it's another state of mind and also 'dangerous' form of life, because, as we all know, there are people who are not ready for this and willing to persecute you for 'stealing' and so on...This film touches 'values', it's a story about 'what's right and wrong': morals. It's resurrection of the individual fighting him/ herself free against the 'false morals' and conformism...There's danger all the way, because, how far can you go with your own 'freedom' and crossing your own moral borders and that of other people? What to do with people who are willing to hurt you, put you in jail or even shoot at you for the things that you do, like ""stealing"" some petrol from a multinational oil company for you fifth hand car? Les Valseuses re-awakens these questions in me, because morality, in contradiction to the usual 'media message', is quite complex...",1
"Simon Pegg stars as Sidney Young, a stereotypically clumsy idiot Brit working as a celebrity journalist in this US comedy. After getting a very lucky break he starts work at the highly respected Sharps magazine run by a reliably on form Jeff Bridges in New York. It's more The Devil Wears Prada than Shaun of the Dead. The unlikely love interest is provided by Kirsten Dunst who works well with Pegg for the laughs but they don't exactly set the screen ablaze with their passion.<br /><br />Sidney goes through some emotional challenges while trying to decide if he should forget about his journalistic principles in order to get material in the magazine. Of course he's eventually seduced by the glitz and glamour of the world of celebrities especially the young starlet Sophie Maes (Transformers' Megan Fox). Fans of Shaun of the Dead, Hot Fuzz and Spaced will wonder if Pegg himself ever experienced similar feelings in real life with this film and to an extent Run Fat Boy Run as one of the UK's best comic talents being ruined by the US.<br /><br />All in all this is a forgettable comedy. Please come back to us Simon, we can forgive and forget.",0
"This films makes no pretentious efforts to hide its true genre -- a campy B movie. It will flat out tell you in the beginning the definition of campy. It should have also given the adjective meaning of cheese. But the two come together in this film in ways that make you go, ""Hmmmmm... that's so stupid!"" and then have you laughing. For example, there is a scene back in ""16th Century Japan"", which shows a couple of samurai walking in the foreground of a temple. In the background of the temple, there are several tourists looking off in the distance in slippers and shorts. Hmmmm... hahahah! I could not stop laughing. And the acting goes from decent, to bearable, to oh my Lord, but that's what makes it funny. You'll see some decent actors and then find others really terrible. I have to digress somewhat though because I have seen Stephanie Sanchez in several plays and she is awesome. Her air time in the film was pretty short though. I have also seen Bryan Yamasaki in several plays in the islands during my visits and he's also better in theatre than in this movie. Anyhow, it's an entertaining film, if you've got nothing to do on a weekday evening.",1
"Why, o' WHY! ...did I pick this one up? Well... i needed a no-brainer in the summer heat, and the cover looked cool.<br /><br />Of course I should've known better. This is a really, really bad movie. And it gets embarasing when the makers know it's bad, and try cover it up by adding some sexy/beautiful women, and some sex-scenes to it. Well, folks... it does'nt cut it, does it!<br /><br />If you WOULD like a cool movie about a big reptile that is actually very, very good, well-played and funny: go rent Lake Placid! (that is an order)",0
"I have been looking for this film for ages because it is quite rare to find as it was one of the video nasties. I finally found it on DVD at the end of last year it is a very low budget movie The story is set around amazon jungle tribes that are living in fear of the devil. Laura Crawford is a model who is kidnapped by a gang of thugs while she is working in South America. They take her into the jungle Laura is guarded by some ridiculous native who calls himself ""The Devil"" she has to go though all unpleasant things until they are happy. Maidens are Chained up. The devil demonstrates eating flesh in a horrible manner. Peter Weston, is the devil hunter, who goes into the jungle to try and rescue her,",0
